PartNumber,PartDescription,active,ItemCost,ItemCurrencyCode,Length,Width,Height,DimensionUOM,Weight,WeightUOM,Quantity
06-100728-01,"AUDIO,MIC,MEMS, SMD,-40 to 85 C",TRUE,0,USD,,,,,,,0
06-1008-01,"SPKR,2.25"",8 OHM,2 W MAX",TRUE,50,USD,,,,,,,0
06-1009-01,"AUDIO EQUIPMENT, test",TRUE,50,USD,,,,,,,0
06-1010-01,"SPKR,MAG BUZZER,MG-SBT1606,30mA,PIN",TRUE,50,USD,,,,,,,0
06-1011-01,"AUDIO EQUIPMENT,PIEZOELEC,90dB,2P,RD,24m",TRUE,0.72,USD,,,,,,,0
06-1018-01,"AUDIO,MICROPHONE, (+/-2dB) 5V,1.5K",TRUE,0.12,USD,,,,,,,0
06-1020-01,"AUDIO,SPKR,RECVR,PHONE HANDSET,TRANEAT V",TRUE,50,USD,,,,,,,0
06-1021-01,"AUDIO,MIC ASSY,EM9767-40FL,MWM,HF",TRUE,50,USD,,,,,,,0
07-100344-01,"RF EQUIP, BCMS50070RY01 + BCM53312SB0KPBG",TRUE,0,USD,,,,,,,0
07-100412-02,"RF EQUIP,ANTENNA,RFID LABEL,GLOBAL,6.77""x0.16""x0.015""TH,80C to -40C",TRUE,0,USD,,,,,,,0
07-100440-02,"RF EQUIP, LEFT ANTENNA, NOVUM X",TRUE,0,USD,,,,,,,0
07-100469-01,"RF EQUIP, 98DX3036A2-BIH2C000+ 88E1545-A0-LKJ2C000+ 88E1543-A0-LKJ2C000, MARVELL",TRUE,0,USD,,,,,,,0
07-100474-01,"RF EQUIP,ANTENNA,Monopole, WPAN, 863-876 MHz, 902-928 MHz, 2dBi , IP67, Outdoor, Operational I-TEMP (-40 to 70C), Storage (-40 to +85C).  Antenna is vandal resistant, works with and without GND plane, passed extensive MDVT and environmental",TRUE,0,USD,,,,,,,0
07-100476-01,"RF EQUIPMENT,SPECIAL,PATCH,5GHz,14 dBi DUAL-POLARIZED,FENWAY,I-TEMP (-40 to 85'C)",TRUE,0,USD,,,,,,,0
07-100477-01,"RF EQUIPMENT,SPECIAL,PATCH,2.4GHz,13 dBi DUAL-POLARIZED,FENWAY,I-TEMP (-40 to 85'C)",TRUE,0,USD,,,,,,,0
07-100478-01,"RF EQUIP,MODULE,802.11a/b/g/n/ac + BT4.1 + FM Rx,-30 to 85 C",TRUE,0,USD,,,,,,,0
07-100479-01,"RF EQUIP,ANTENNA,RFID,GLOBAL,AST1-145",TRUE,0,USD,,,,,,,0
07-100480-01,"RF EQUIP,ANTENNA,Barents, 195mm, Internal 802.11 a/b/g/n Dual-band,70 to -20 C",TRUE,0,USD,,,,,,,0
00MW533,"FRU, SMM ASM",TRUE,594,USD,,,,,,,0
00MW534,"FRU, x16 shuttle PDM ASM",TRUE,1314,USD,,,,,,,0
00MW539,"FRU, EIOM RJ45 ASM",TRUE,1863,USD,,,,,,,0
00MW543,SD530 2x2 SAS/SATA BP,TRUE,277,USD,,,,,,,0
00MW551,"Fan 60A, FRU, AVC",TRUE,178,USD,,,,,,,0
00MW552,"Fan 60D, FRU, DELTA",TRUE,178,USD,,,,,,,0
00MW553,"Fan 80A, FRU, AVC",TRUE,221,USD,,,,,,,0
00MW554,"Fan 80D,FRU ASM, DELTA",TRUE,221,USD,,,,,,,0
00MW556,"Rail kit, FRU",TRUE,523,USD,,,,,,,0
00MW645,"FRU, x16 PIOR-R ASM",TRUE,750,USD,,,,,,,0
00MW646,"FRU, x16 PIOR-L ASM",TRUE,747,USD,,,,,,,0
00MW648,"FRU, SD530 Dongle Module",TRUE,288,USD,,,,,,,0
00WE029,Intel OPA 100 Series Single-port PCIe 3.0 x16 HFA,TRUE,1250,USD,,,,,,,0
012-1000-5782,SKT R ILM DUST COVER,TRUE,0.15,USD,,,,,,,0
01D735-124113,SO-DIMM.2G (Made by: HYNIX),TRUE,28.45,USD,,,,,,,0
01D735-124290,SO-DIMM.2G (Made By: A-DATA),TRUE,27.63,USD,,,,,,,0
01D735-124291,SO-DIMM.2G (Made by: A-DATA),TRUE,27.63,USD,,,,,,,0
01D735-124660,SO-DIMM.2G (Made by: TRANSC),TRUE,27.63,USD,,,,,,,0
01DE973,SM  16GB 2RX8 PC4-2666R 8Gb 1.2V,TRUE,836,USD,,,,,,,0
01DE974,SM  32GB 2RX4 PC4-2666R 8Gb 1.2V,TRUE,1346,USD,,,,,,,0
01FL665,SD530 Computing Node,TRUE,1790,USD,,,,,,,0
01GT778,"Thinktem 2.5"" Intel S4600 480GB Mainstream SATA 6Gb Hot Swap SSD",TRUE,1941,USD,,,,,,,0
01GT779,"Thinktem 2.5"" Intel S4600 960GB Mainstream SATA 6Gb Hot Swap SSD",TRUE,3796,USD,,,,,,,0
01GV273,Artesyn 2000W PT PSU,TRUE,999,USD,,,,,,,0
01GV274,Delta 2000W PT PSU,TRUE,2180,USD,,,,,,,0
01KR439,"Thinktem 2.5"" Intel S4600 1.92TB Mainstream SATA 6Gb Hot Swap SSD",TRUE,7430,USD,,,,,,,0
01PE164,Artesyn 2000W Platinum PSU,TRUE,999,USD,,,,,,,0
0432-031W000,ADAPTER SWITCHING 120W/19V 3P//DELTA/ADP-120RH DA1,TRUE,24.8,USD,,,,,,,0
0432-031W100,ADAPTER SWITCHING 120W/19V 3P//DELTA/ADP-120RH DA1,TRUE,16,USD,,,,,,,0
0432-031W200,ADAPTER SWITCHING 120W/19V 3P// DELTA/ADP-120RH DA,TRUE,16,USD,,,,,,,0
0432-031W200,ADAPTER SWITCHING 120W/19V 3P// DELTA/ADP-120RH DA,TRUE,16,USD,,,,,,,0
0432-031W300,ADAPTER SWITCHING 120W/19V 3P// DELTA/ADP-120RH DA,TRUE,16,USD,,,,,,,0
0432-035H000,ADAPT SW. CC 5V/4A USB HUB US,TRUE,24.59,USD,,,,,,,0
0432-0376000,ADAPT SW. CC 5V/4A USB HUB IN,TRUE,24.59,USD,,,,,,,0
0432-0478000,ADP 19V/3.42A 3PIN DT VI/LITEON/PA-1650-90P2,TRUE,12,USD,,,,,,,0
0432-0478100,90W  Dawson Adaptor Liteon BIS logo,TRUE,12,USD,,,,,,,0
0432-047N000,ADP 19.5v/11.8v 3PIN DT VI X02/LITEON/PA-1231-12,TRUE,12,USD,,,,,,,0
0432-047S000,ADP 19V/4.74A 3PIN DT VI VER.A,TRUE,17.6,USD,,,,,,,0
0432-047S100,90W CRIMSON ADAPTER CHICONY BIS LOGO (INDIA) MODEL A090A086Q-PG01,TRUE,0.01,USD,,,,,,,0
0432-04AF000,90W CRIMSON ADAPTER LITEON: MODEL: PA-1900-32P5 (REV.0),TRUE,0.01,USD,,,,,,,0
0432-04AF100,ADP 19V/4.74A 3PIN DT T2 REV.B,TRUE,17.6,USD,,,,,,,0
0432-04AF200,90W CRIMSON ADAPTER LITEON BIS LOGO (INDIA) MODEL:PA-1900-32P5 (REV.2),TRUE,0.01,USD,,,,,,,0
0432-04LL000,ADAPTER SWITCHING 120W/19V 3P// DELTA/ADP-120RH DA,TRUE,16,USD,,,,,,,0
0432-04UW000,230W HADES ADAPTER LITEON BIS LOGO (INDIA) MODEL: PA1231-12P1 ADD?APEC/MOS/BIS logo(India)),TRUE,12,USD,,,,,,,0
0432-04WW000,90W ISLAY ADAPTOR HUNTJEY BIS LOGO (INDIA) MODEL: HKA09019047-6U (REV.0),TRUE,0.01,USD,,,,,,,0
04A3-00MH0IN,CBL PEGATRON Microphone,TRUE,1,USD,,,,,,,0
04AB-001J0IN,"CBL, EXTR,DVI TO VGA ADAP,40.00 MM",TRUE,0.83,USD,,,,,,,0
04AB-004Q0IN,"CBL, EXTR,DVI TO VGA ADAP,40.00 MM",TRUE,0.83,USD,,,,,,,0
10030BQ02-600-G,"BD, FRONT PANEL BOARD",TRUE,3.12,USD,,,,,,,0
10030F00600-G,"KIT, MAINT KIT, ELK PEAK",TRUE,109,USD,,,,,,,0
10061,"ADPT,PWR CORD,USBTONEMA 1-15",TRUE,15,USD,,,,,,,0
100SWDLF32Q,PCODE  100SWDLF32Q,TRUE,17668,USD,,,,,,,0
100SWDLF32QDELL,PCODE  100SWDLF32QDELL,TRUE,17668,USD,,,,,,,0
100SWDLF32QHP,PCODE  100SWDLF32QHP,TRUE,17668,USD,,,,,,,0
100SWDLF48D,PCODE  100SWDLF48D,TRUE,22312,USD,,,,,,,0
100SWDMGTSH,PCODE  100SWDMGTSH,TRUE,5000,USD,,,,,,,0
100SWDMGTSHDELL,PCODE  100SWDMGTSHDELL,TRUE,2000,USD,,,,,,,0
100SWDMGTSHHP,PCODE  100SWDMGTSHHP,TRUE,2000,USD,,,,,,,0
100SWDPS001DELL,"PCODE, 100SWDPS001DELL",TRUE,1966,USD,,,,,,,0
100SWDPS001HP,PCODE  100SWDPS001HP,TRUE,1966,USD,,,,,,,0
100SWDSPINE,PCODE  100SWDSPINE,TRUE,18340,USD,,,,,,,0
100SWDSPINEDELL,PCODE  100SWDSPINEDELL,TRUE,7336,USD,,,,,,,0
100SWDSPINEHP,PCODE  100SWDSPINEHP,TRUE,7336,USD,,,,,,,0
100SWE24QF2,PCODE  100SWE24QF2,TRUE,13980,USD,,,,,,,0
100SWE24UF1,PCODE  100SWE24UF1,TRUE,10952,USD,,,,,,,0
100SWE24UF1DELL,PCODE  100SWE24UF1DELL,TRUE,4381,USD,,,,,,,0
100SWE24UF2,PCODE  100SWE24UF2,TRUE,11860,USD,,,,,,,0
100SWE24UF2DELL,PCODE  100SWE24UF2DELL,TRUE,4744,USD,,,,,,,0
100SWE24UF2LNVO,PCODE  100SWE24UF2LNVO,TRUE,4743.96,USD,,,,,,,0
100SWE24UR2LNVO,PCODE  100SWE24UR2LNVO,TRUE,4743.96,USD,,,,,,,0
100SWE48QF1,PCODE  100SWE48QF1,TRUE,14840,USD,,,,,,,0
100SWE48QF2,PCODE  100SWE48QF2,TRUE,15520,USD,,,,,,,0
100SWE48QF2HP,PCODE  100SWE48QF2HP,TRUE,15520,USD,,,,,,,0
100SWE48QR2,PCODE  100SWE48QR2,TRUE,15520,USD,,,,,,,0
100SWE48UF1,PCODE  100SWE48UF1,TRUE,13250,USD,,,,,,,0
100SWE48UF1DELL,PCODE  100SWE48UF1DELL,TRUE,13250,USD,,,,,,,0
100SWE48UF2,PCODE  100SWE48UF2,TRUE,13930,USD,,,,,,,0
100SWE48UF2DELL,PCODE  100SWE48UF2DELL,TRUE,13930,USD,,,,,,,0
100SWE48UF2HP,PCODE  100SWE48UF2HP,TRUE,13930,USD,,,,,,,0
100SWE48UF2LNVO,PCODE  100SWE48UF2LNVO,TRUE,13930,USD,,,,,,,0
100SWE48UR2,PCODE  100SWE48UR2,TRUE,13930,USD,,,,,,,0
100SWE48UR2LNVO,PCODE  100SWE48UR2LNVO,TRUE,13930,USD,,,,,,,0
100SWE48URD,PCODE  100SWE48URD,TRUE,13250,USD,,,,,,,0
100SWEQ7CN1,PCODE  100SWEQ7CN1,TRUE,1590,USD,,,,,,,0
100SWEQ7CN1DELL,PCODE  100SWEQ7CN1DELL,TRUE,1590,USD,,,,,,,0
100SWEQ7CN1LNVO,PCODE  100SWEQ7CN1LNVO,TRUE,1590,USD,,,,,,,0
10927,"PS,550W,1,12,PFC,PDB",TRUE,400,USD,,,,,,,0
10943,Summit 300W AC PSU BF  300W AC Power Supply Module - Back to Front Airflow Mfr PN 10943,TRUE,495,USD,,,,,,,0
10946,Summit X460-G2 Fan Module BF  Fan Module for Summit X460-G2 Series Switches  Back to Front Airflow Mfr PN 10946,TRUE,179.08,USD,,,,,,,0
12005-PT16,"KP,DELL 16P IB PASS-THRU QDR BLADE",TRUE,2021,USD,,,,,,,0
12200-18,KP12200-18 PORT QDR IB SWITCH UNIT,TRUE,2724,USD,,,,,,,0
12200-18-28,"12200-18 PORT QDR IB SWITCH UNIT, ISILON",TRUE,2392,USD,,,,,,,0
12200-BS01,KP12200 IB SWITCH 36P BASE CONFIG 01,TRUE,3960,USD,,,,,,,0
12200-BS01-28,12200 IB SWITCH 36P BASE CONFIG 01 ISILON,TRUE,4784,USD,,,,,,,0
12200-BS01-MM,"KP,36P IB SWITCH, 1PS, CABLE SIDE AC, P>",TRUE,4442,USD,,,,,,,0
12200-BS21,"KP,12200 IB SWITCH 36P 2PS BASE CONFIG >",TRUE,3464,USD,,,,,,,0
12200-BS23,KP36P IB SWITCH 2PS CABLE SIDE AC P>,TRUE,4331,USD,,,,,,,0
12200-BS23-MM,"KP,36P IB SWITCH, 2PS, CABLE SIDE AC, P>",TRUE,4711,USD,,,,,,,0
12200-CH01,12200 IB SWITCH 36P BASE CONFIG 01,TRUE,3960,USD,,,,,,,0
123.DPBC.ANZ87P,Recon Jet Pro Plus Black Frame with Clear ANSI Z87,TRUE,699,USD,,,,,,,0
12300-BS01,KP12300 IB SWITCH 36P BASE CONFIG 01,TRUE,4813,USD,,,,,,,0
12300-BS01-28,12300 IB SWITCH 36P BASE CONFIG 01 -IBM/X,TRUE,4795,USD,,,,,,,0
12300-BS18,"KP,12300 18 PORT QDR IB SWITCH BASE UNIT",TRUE,3946,USD,,,,,,,0
12300-CH01,12300 IB SWITCH 36P BASE CONFIG 01,TRUE,4813,USD,,,,,,,0
12300-PS01,KP12300 PWR/FAN MODULE,TRUE,398,USD,,,,,,,0
12800-180-CH01,12800-180 IB Switch Chassis (12800180CH01),TRUE,21088,USD,,,,,,,0
12800-360-BL01-9X,KP 12800-360 IB SWITCH BUNDLE 01-IBM/X,TRUE,58123,USD,,,,,,,0
12800-360-CH01,KP 12800-360 IB SWITCH CHASSIS,TRUE,22818.5,USD,,,,,,,0
12800-FEXH,"KP,12800 EXHAUST FAN MODULE",TRUE,242,USD,,,,,,,0
12800-FITK,KP12800 INTAKE FAN MODULE,TRUE,242,USD,,,,,,,0
12800-LF18,"KP,12800 18-PORT 4X QDR ULTRA-HPIB LEAF>",TRUE,5062,USD,,,,,,,0
12800-LF24,"KP,12800 24-PORT 4X QDR ULTRA-HDIB LEAF>",TRUE,5192,USD,,,,,,,0
12800-MM01,KP12800 MANAGEMENT MODULE,TRUE,2801,USD,,,,,,,0
12800-PS01,KP12800-POWER SUPPLY MODULE,TRUE,616,USD,,,,,,,0
12800-SP02,12800 DOUBLE SPINE MODULE,TRUE,6433,USD,,,,,,,0
12800-SPDB01,"KP,12800 DOUBLE SPINE MODULE",TRUE,6433,USD,,,,,,,0
12800-SPSG01,"KP,12800 SINGLE SPINE MODULE",TRUE,3347,USD,,,,,,,0
1.28E+11,SWITCH 128000404828 0.00GHZ NO CPU,TRUE,28465,USD,,,,,,,0
13-050-000210,Motherboard Fan Set - 5V DC,TRUE,2.18,USD,,,,,,,0
1302-01U8000,"SHIELD, I/O, IPM61-WW",TRUE,0.33,USD,,,,,,,0
1302-01U9000,"SHIELD, I/O, IPM61-WW",TRUE,0.33,USD,,,,,,,0
1302-01WA000,"SHIELD, I/O, IPA79-TO",TRUE,0.53,USD,,,,,,,0
1302-01XM000,I/O Shield,TRUE,1,USD,,,,,,,0
1302-01Y9000,"SHIELD, I/O, IPM61 BE",TRUE,0.33,USD,,,,,,,0
1302-01YA000,"SHIELD, I/O, IPM61 CR",TRUE,0.33,USD,,,,,,,0
1302-01YG000,"SHIELD, I/O,",TRUE,0.3,USD,,,,,,,0
1302-01YH000,"SHIELD, I/O, INTEL IPA77-KC",TRUE,0.3,USD,,,,,,,0
1302-01YK000,"SHIELD, I/O, INTEL IPM77-MK",TRUE,0.53,USD,,,,,,,0
1302-01YL000,"SHIELD, I/O, INTEL IPX77-KB",TRUE,0.53,USD,,,,,,,0
1302-01YM000,"SHIELD, I/O, INTEL IPX77/ KUANGYING/HALF SIZE",TRUE,0.53,USD,,,,,,,0
1302-0213000,IPM75-EN IO SHIELDING INTEL,TRUE,0.53,USD,,,,,,,0
131A-01N5000,SCREW M4*11.5L F B-NI #2/SCREWTECH MACHI,TRUE,0.15,USD,,,,,,,0
131A-01RC000,SCREW M3*L3+5 K B-NI #2/SCREWTECH MACHINE,TRUE,0.01,USD,,,,,,,0
131A-01UX000,SCREW M3*3L K Y-ZN #2,TRUE,2.74,USD,,,,,,,0
131E-00FK000,q,TRUE,0.08,USD,,,,,,,0
1320-00VB000,15W DGPU MODULE INTEL ISLAY,TRUE,7.68,USD,,,,,,,0
1323-00U9000,BLOWER NUC/DELTA/KSB0605HBBNM,TRUE,6.01,USD,,,,,,,0
13E5-2QB0401,Skull Canyon Top Cover,TRUE,1.25,USD,,,,,,,0
13E5-2QN0201,IMPSL-KY(00) VESA PLATE,TRUE,1.06,USD,,,,,,,0
13E5-2QN0211,IMPSL-KY(00) VESA PLATE,TRUE,1.06,USD,,,,,,,0
13E5-2QU0M01,IMPSL-KY(00) M3 SCREW A,TRUE,0.8,USD,,,,,,,0
13M1-01N0201,"SHIELD, I/O, IPA79-SR/ KUANGYING",TRUE,0.53,USD,,,,,,,0
13M1-01N0B01,IPM87-PG IO SHIELDING,TRUE,0.53,USD,,,,,,,0
13M1-01N0F01,IPA87-MC IO SHIELDING,TRUE,0.53,USD,,,,,,,0
13P1-5WB0901,SCREW BAG FOR DAWSON VESA BRACKET,TRUE,0.01,USD,,,,,,,0
13P1-5WN0501,DN(00) VESA_BKT/K&J/SGCC,TRUE,1,USD,,,,,,,0
13P1-5WN0511,DN(00) VESA_BKT/K&J,TRUE,1,USD,,,,,,,0
13P1-64N0311,HADES(00) VESA PLATE/ALLIED,TRUE,4.25,USD,,,,,,,0
13P1-64U1001,HADES(00) M2*6L F B-NI/SCREWTECH,TRUE,0.15,USD,,,,,,,0
13P1-66B0111,CY(00) BTM_BKT_ASM,TRUE,5.75,USD,,,,,,,0
13P1-66N0201,CY(00) M2_BKT,TRUE,2.93,USD,,,,,,,0
13P1-66N0601,CY(00) VESA_BKT (K&J/SGCC),TRUE,3.8,USD,,,,,,,0
13P1-66N0611,CY(00) VESA_BKT (K&J),TRUE,3.8,USD,,,,,,,0
14-312-050112,VGA Cable,TRUE,2.94,USD,,,,,,,0
14-312-131203,CABLE.USB(A TYPE)+USB(MICRO BTYPE)..L1000mm.BLACK.,TRUE,1.4,USD,,,,,,,0
14-312-131206,CABLE.USB(A TYPE)+USB(MICRO BTYPE)..L1000mm.BLACK.,TRUE,1.4,USD,,,,,,,0
14-312-150672,CABLE.HDMI..19P+19P(F)..L200mm....GWI0614-2..V.D,TRUE,2.6,USD,,,,,,,0
14-312-150674,CABLE.HDMI..19P+19P(F)..L200mm....GWI0614-2..V.D,TRUE,2.6,USD,,,,,,,0
14-312-150675,"Cable, HDMI 19P+19P(F) L200mm",TRUE,1.56,USD,,,,,,,0
14-312-150679,CABLE.HDMI..19P+19P(F)..L200mm....HFWI0006.....HF.,TRUE,3.38,USD,,,,,,,0
14-312-150680,CABLE.HDMI..19P+19P(F)..L200mm....JM15-097.....HF.,TRUE,3.38,USD,,,,,,,0
14-324-000042,SATA Cable (Made by:JE MUO),TRUE,1.27,USD,,,,,,,0
14-324-000043,SATA CABLE (Made by: VSO),TRUE,1.27,USD,,,,,,,0
14-324-100113,CABLE.SATA..15P(F)(90D)+7P(F)(90D)*2+.5P(IDC).L180,TRUE,0.97,USD,,,,,,,0
14-412-002161,Type B power cord.  POWER CORD.SVT.MICKEY 3P.(A12-,TRUE,1.6,USD,,,,,,,0
14-412-182110,Type B POWER CORD.SVT.MICKEY 3P(SP305/IS034)..7A.1,TRUE,1.6,USD,,,,,,,0
14-422-000262,Type G POWER CORD.H05VV-F.MICKEY 3P.(A12-0031-AC2/,TRUE,2.08,USD,,,,,,,0
14-422-180218,Type G POWER CORD..MICKEY 3P(SP62/IS034)...250V.BL,TRUE,2.08,USD,,,,,,,0
1401-01EP0IN,CEDAR HDMI CABLE 150mm,TRUE,4.8,USD,,,,,,,0
1401-01EQ0IN,CEDAR HDMI CABLE 150mm,TRUE,4.74,USD,,,,,,,0
1401-01ER0IN,CEDAR USB3.1 TYPE C 1800mm,TRUE,17.76,USD,,,,,,,0
1401-01ES0IN,CEDAR USB3.1 TYPE C 1800mm,TRUE,17.74,USD,,,,,,,0
1411-0229000,AC POWER CORD 3P 600mm(EU)//I-SHENG/112234012006001E,TRUE,4.62,USD,,,,,,,0
1411-022A000,AC POWER CORD 3P 600mm (US)//I-SHENG/115B34012006001A,TRUE,3.77,USD,,,,,,,0
1411-022B000,AC POWER CORD 3P 600mm(AU)//I-SHENG/112B340120060010,TRUE,4.14,USD,,,,,,,0
1411-022C000,AC POWER CORD 3P 600mm(UK)//I-SHENG/1162340120060010,TRUE,5.28,USD,,,,,,,0
1411-022D000,AC POWER CORD 3P 600mm(UK)//LINETEK/P0A0080-004HFV,TRUE,5.28,USD,,,,,,,0
1411-022E000,AC POWER CORD 3P 600mm(AU)//LINETEK/S0A0080-001HFV,TRUE,4.14,USD,,,,,,,0
1411-022F000,AC POWER CORD 3P 600mm(EU)//LINETEK/M0A0080-001HFV,TRUE,4.62,USD,,,,,,,0
1411-022G000,AC POWER CORD 3P 600mm(US)//LINETEK/F0A0080-001HFV,TRUE,3.77,USD,,,,,,,0
1411-027V000,AC POWER CORD 3P 600mm(US)/HONGLIN/200-17489,TRUE,0.99,USD,,,,,,,0
1411-0284000,AC POWER CORD 3P 600mm(EU)/HONGLIN/200-17491,TRUE,0.99,USD,,,,,,,0
1411-0285000,AC POWER CORD 3P 600mm(AU)/HONGLIN/200-17488,TRUE,0.99,USD,,,,,,,0
1411-0286000,AC POWER CORD 3P 600mm(CN)/HONGLIN/200-17487,TRUE,0.99,USD,,,,,,,0
1411-0287000,AC POWER CORD 3P 600mm(UK)/HONGLIN/200-17490,TRUE,0.99,USD,,,,,,,0
1411-028K000,AC POWER CORD 3P 600mm(TW/JP)/HONGLIN/200-17662,TRUE,0.99,USD,,,,,,,0
1411-02A7000,AC POWER CORD 3P 600mm(AR)/HONGLIN/200-17742,TRUE,0.99,USD,,,,,,,0
1411-02A8000,AC POWER CORD 3P 600mm(IN)/HONGLIN/200-17746,TRUE,0.99,USD,,,,,,,0
1411-02F5000,AC POWER CORD 600mm US CA65,TRUE,3.51,USD,,,,,,,0
1411-02F9000,AC PWR CORD C5 600mm US CA65,TRUE,3.49,USD,,,,,,,0
1510-0W9A0IN,"SHIELD, I/O, INTEL IPM77-MK",TRUE,0.53,USD,,,,,,,0
1510-11V00IN,"MNL, DQ77KB,CONFIG LBL,EN",TRUE,0.07,USD,,,,,,,0
1510-12VR0IN,"MNL, DQ77CP,CONFIG LBL,EN",TRUE,0.07,USD,,,,,,,0
1535-06ES0IN,"DVDA, MK/KB/EN EI,MLTILNG,1.0,CDPG",TRUE,0.21,USD,,,,,,,0
1535-06ET0IN,"DVDA, MK/KB/EN EI,MLTILNG,1.0,CDPG",TRUE,0.21,USD,,,,,,,0
1535-06EU0IN,"DVDA, MK/KB/EN EI,MLTILNG,1.0,CDPG",TRUE,0.21,USD,,,,,,,0
1535-06LP0IN,"DVDA, CV PARK EI,MLTILNG,1.0,CDPG",TRUE,0.21,USD,,,,,,,0
1535-06LQ0IN,"DVDA, CV PARK EI,MLTILNG,1.0,CDPG",TRUE,0.21,USD,,,,,,,0
16712,Summit X460-G2 VIM-2t  Optional Virtual Interface Module for the Rear of the X460-G2 Providing 2x 10GBase-T ports Mfr PN 16712,TRUE,1395,USD,,,,,,,0
16717,Summit X460-G2-48t-GE4-Base  48x 10/100/1000Base-T  4 1GBase-X unpopulated SFP  Rear VIM Slot  Rear Timing Slot  2x PSU Slots  Fan Module Slot  ExtremeXOS Edge license Mfr PN 16717,TRUE,6205,USD,,,,,,,0
17010043,"CBL,CAT5E,00XB-BLU,KIT,2M",TRUE,6,USD,,,,,,,0
17010099,"CBL,CAT5E,00XB-BLU,KIT,1M",TRUE,4,USD,,,,,,,0
17112,"SWITCH,SUMMIT,VIM4-40G4X,10G",TRUE,330,USD,,,,,,,0
1A02C8L00-SPS,"SKT, LGA1155/LGA1156",TRUE,3,USD,,,,,,,0
1B21H4F00-600-G,"AIRDUCT,GROSSE POINT-FIXED",TRUE,48,USD,,,,,,,0
20-060-055011,BRACKET.SGCC..BLACK.VESA MOUNT...T0.8mm..NUC7CJY......LEAD-FREE(RoHS/HF).HUNTKEY,TRUE,1.06,USD,,,,,,,0
20-060-727011,VESA MOUNT bracket HUNTKEY,TRUE,1.06,USD,,,,,,,0
20-060-727012,VESA MOUNT bracket HUNTKEY,TRUE,1.06,USD,,,,,,,0
20-060-727013,VESA MOUNT bracket HUNTKEY,TRUE,1.06,USD,,,,,,,0
20-060-892011,BRACKET.SPCC..BLACK.VESA MOUNT...T0.8mm..DK132EPJ.,TRUE,1.06,USD,,,,,,,0
20-130-727000,Thermal Module - Coolermaster (blower/heatsink),TRUE,8.56,USD,,,,,,,0
20-130-727001,Thermal Module - KingcoolerÂ  (blower/heatsink),TRUE,8.56,USD,,,,,,,0
20-130-DA7000,Thermal Module - KingcoolerÂ  (blower/heatsink),TRUE,6.14,USD,,,,,,,0
20-130-DA7001,Thermal Module - Coolermaster (blower/heatsink),TRUE,6.15,USD,,,,,,,0
20-340-G83071,I/O SHIELD,TRUE,0.28,USD,,,,,,,0
20-340-Y50151,"SHIELD,I/O,ATX,SSTL,6.25 x 1.75 in SHIELD,I/O,ATX,",TRUE,0.08,USD,,,,,,,0
20-340-Y50271,"SHIELD,I/O,ATX,SSTL,6.25 x 1.75 in SHIELD,I/O,ATX,",TRUE,0.08,USD,,,,,,,0
20-501-748002,CASE-M....R2.PLASTIC+METAL.D54250WYK......W/O PSU.,TRUE,9,USD,,,,,,,0
20-501-748011,CASE-M.....PLASTIC+METAL.D54250WYK......W/O PSU.FO,TRUE,10.32,USD,,,,,,,0
22-225-300900,Vesa Mount Screws For Chassis,TRUE,0.05,USD,,,,,,,0
22-225-400700,VESA Mount screws for wall GREAT GOLD,TRUE,0.01,USD,,,,,,,0
22-232-200351,SCREW.I.H.M2*0.4*3mm D5 H0.8.....NI NYLOK.....HF.L,TRUE,0.01,USD,,,,,,,0
22-232-300310,Screws (silver color) to fix the HDD (4),TRUE,0.01,USD,,,,,,,0
22-235-300400,SCREW.I.H.M3*0.5*4mm D8 H2.5/d4.4 h3.....BLACK ZN..LADDER....LEAD-FREE(RoHS)..HUNTKEY,TRUE,0.81,USD,,,,,,,0
22-235-301100,VESA Mount screws for Chassis HUNTKEY (2),TRUE,0.04,USD,,,,,,,0
22-235-303500,HDD Screws (2),TRUE,0.03,USD,,,,,,,0
2221100181,AS NIC OEM S N/A DINGO3,TRUE,9425.25,USD,,,,,,,0
23-642-200147,Stud Spacer (1),TRUE,0.03,USD,,,,,,,0
30-020-788012,COVER.PC.BLACK.TOP.R2..STCK1A32WFC.LEAD-FREE(RoHS),TRUE,0.11,USD,,,,,,,0
30-270-758001,"Chassis stand, STAND.ABS..BLACK..W/RUBBER*8,SCREW",TRUE,0.72,USD,,,,,,,0
30-360-727021,NUC Thermal pad Kit,TRUE,2.2,USD,,,,,,,0
30-651-788051,COVER.PC..BLACK.TOP....R2..STCK1A32WFC.....LEAD-FR,TRUE,0.11,USD,,,,,,,0
32-080-040000,PROTECTIVE FILM.PP.COVER TOP..109.03*37.63mm,TRUE,0.1,USD,,,,,,,0
340D71400001,"IO SHIELDING ASSY;SBU,INTEL,LABEL+IO SHIELDING,DZ8",TRUE,0.43,USD,,,,,,,0
341D67100003,"SHIELD, I/O,ATX,SSTL,6.25 x 1.75 in",TRUE,0.29,USD,,,,,,,0
341D67200001,"SHIELD, I/O, INTEL,SUS 301",TRUE,0.25,USD,,,,,,,0
341D67200002,"SHIELD, I/O, INTEL,SUS 301,HALF",TRUE,0.22,USD,,,,,,,0
341D67400002,"SHIELD, I/O, SBU,INTEL,DVI: MUD/HND,Cedar IO00N",TRUE,0.33,USD,,,,,,,0
